slug,name,family,family_slug,category_id,category_name_pl,category_name_en,weight,weight_gsm,composition,weave,weave_type,fibers,properties,norms,descriptor_pl,descriptor_en,specification_pl,specification_en,description_pl,primary_application_id,primary_application_pl,primary_application_en,primary_application_confidence,secondary_application_id,secondary_application_pl,secondary_application_en,secondary_application_confidence,hero_image_url,product_url_pl,product_url_en,family_url_pl,family_url_en,data_sheet_urls,certificate_urls,source_record_url,colors_count,parameters_count
arneo-light,ArNeo Light,ArNeo,arneo,hi-vis,Dzianiny ostrzegawcze hi-vis,Hi-vis warp knit fabrics,70 g/m²,70,100% PES,Warp Knit Plain,warp-knit,pes,hi-vis,OEKO-TEX 100,Ekonomiczna Tkanina na Kamizelki Ostrzegawcze,Economical Safety Jacket Fabric,"70 g/m², 100% Polyester, Dzianina Kolumnkowa Hi-Vis","70 g/m², 100% Polyester, High Visible Knit Fabric","ArNeo Light to dzianina kolumnkowa wykonana w 100% z poliestru, o gramaturze 65–70 g/m², w neonowych kolorach, przeznaczona na kamizelki ostrzegawcze. || Stanowi ekonomiczną alternatywę dla ArNeo Eco, dedykowaną zastosowaniom nieprofesjonalnym. || Zaprojektowana z myślą o odzieży roboczej w branży budowlanej i górniczej.",hivis,Odzież ostrzegawcza hi-vis,High-visibility apparel,97,,,,,https://ariteks.pl/ariteks/fabrics/arneo-light/images/arneo-light-main-pic-m__aae9de090b.jpg,https://ariteks.pl/fabrics/arneo/arneo-light,https://ariteks.pl/en/fabrics/arneo/arneo-light,https://ariteks.pl/fabrics/arneo,https://ariteks.pl/en/fabrics/arneo,https://ariteks.pl/ariteks/fabrics/arneo-light/documents/arneo-light-ds__9baf7278d5.pdf,,https://ariteks.pl/ariteks/fabrics/arneo-light/data/fabric-complete-record.json,4,16
arneo-light-r50,ArNeo Light + R50,ArNeo,arneo,hi-vis,Dzianiny ostrzegawcze hi-vis,Hi-vis warp knit fabrics,70 g/m²,70,100% PES,Warp Knit Plain,warp-knit,pes,hi-vis,OEKO-TEX 100,Ekonomiczna tkanina na kamizelki ostrzegawcze laminowana odblaskowymi pasami,Economical Safety Jacket Fabric Laminated with Brillant Strips,"70 g/m², 100% Polyester, laminowane pasy odblaskowe, ostrzegawcza dzianina kolumnkowa hi-vis","70 g/m², 100% Polyester, Brillant Strips Laminated, High Visible Knit Fabric","ArNeo Light +R50 to dzianina kolumnkowa wykonana w 100% z PES, w kolorach neonowych, o gramaturze 65–70 g/m², przeznaczona na kamizelki ostrzegawcze. || Stanowi ekonomiczną alternatywę dla ArNeo Eco, dedykowaną zastosowaniom niekomercyjnym. || Zaprojektowana z myślą o odzieży roboczej dla branży budowlanej i górniczej. || Krawędź tkaniny jest laminowana odblaskowymi pasami o szerokości 5 cm.",hivis,Odzież ostrzegawcza hi-vis,High-visibility apparel,97,,,,,https://ariteks.pl/ariteks/fabrics/arneo-light-r50/images/arneo-light-r50-main-pic-m__e2abce7bde.jpg,https://ariteks.pl/fabrics/arneo/arneo-light-r50,https://ariteks.pl/en/fabrics/arneo/arneo-light-r50,https://ariteks.pl/fabrics/arneo,https://ariteks.pl/en/fabrics/arneo,https://ariteks.pl/ariteks/fabrics/arneo-light-r50/documents/arneo-light-r50-ds__8256fd2bd0.pdf,,https://ariteks.pl/ariteks/fabrics/arneo-light-r50/data/fabric-complete-record.json,3,16
arneo-light-r400,ArNeo Light +R400,ArNeo,arneo,hi-vis,Dzianiny ostrzegawcze hi-vis,Hi-vis warp knit fabrics,70 g/m²,70,100% PES,Warp Knit Plain,warp-knit,pes,hi-vis,OEKO-TEX 100,Ekonomiczna tkanina do kamizelek ostrzegawczych laminowana pasami odblaskowymi,Economical Safety Jacket Fabric Laminated with Reflective Strips,"70 g/m², 100% Polyester, pasy odblaskowe laminowane, ostrzegawcza dzianina kolumienkowa hi-vis","70 g/m², 100% Polyester, Reflective Strips Laminated, High Visible Knit Fabric","ArNeo Light +R400 to tkanina do kamizelek w kolorach neonowych, wykonana w 100% z PES, o gramaturze 65–70 g/m², produkowana w splocie dzianiny kolumienowej. || Stanowi ekonomiczną alternatywę dla ArNeo Eco, przeznaczoną do zastosowań nieprofesjonalnych. || Zaprojektowana z myślą o odzieży roboczej w sektorze budowlanym i górniczym. || Brzeg tkaniny jest laminowany pasami odblaskowymi o szerokości 5 cm, certyfikowanymi zgodnie z EN 20471.",hivis,Odzież ostrzegawcza hi-vis,High-visibility apparel,97,,,,,https://ariteks.pl/ariteks/fabrics/arneo-light-r400/images/arneo-light-r400-main-pic-m__691e599527.jpg,https://ariteks.pl/fabrics/arneo/arneo-light-r400,https://ariteks.pl/en/fabrics/arneo/arneo-light-r400,https://ariteks.pl/fabrics/arneo,https://ariteks.pl/en/fabrics/arneo,https://ariteks.pl/ariteks/fabrics/arneo-light-r400/documents/arneo-light-r400-ds__05508fb3a0.pdf,,https://ariteks.pl/ariteks/fabrics/arneo-light-r400/data/fabric-complete-record.json,3,16
arneo-color-light,ArNeo Color Light,ArNeo,arneo,hi-vis,Dzianiny ostrzegawcze hi-vis,Hi-vis warp knit fabrics,70 g/m²,70,100% PES,Warp Knit Plain,warp-knit,pes,hi-vis,OEKO-TEX 100,Tkanina do Obszyć,Bias Fabric,"70 g/m², 100% Polyester, dzianina kolumienkowa","70 g/m², 100% Polyester, Knit Fabric","ArNeo Color Light to taśma skośna z 100% poliestru, o gramaturze 65–70 g/m², wykonana w technologii dzianiny kolumienkowej. || Stosowana jako tkanina do obszyć w kamizelkach ostrzegawczych. || W zależności od projektu obszycia możliwe jest dostarczenie taśm skośnych w szerokości od 1 cm do 12 cm.",hivis,Odzież ostrzegawcza hi-vis,High-visibility apparel,97,,,,,https://ariteks.pl/ariteks/fabrics/arneo-color-light/images/arneo-color-light-main-pic-m__a053e402ab.jpg,https://ariteks.pl/fabrics/arneo/arneo-color-light,https://ariteks.pl/en/fabrics/arneo/arneo-color-light,https://ariteks.pl/fabrics/arneo,https://ariteks.pl/en/fabrics/arneo,https://ariteks.pl/ariteks/fabrics/arneo-color-light/documents/arneo-color-light-ds__f0cfb514ea.pdf,,https://ariteks.pl/ariteks/fabrics/arneo-color-light/data/fabric-complete-record.json,22,16
arshirt-neo,ArShirt Neo,ArShirt & ArSuprem,arshirt-arsuprem,hi-vis,Dzianiny ostrzegawcze hi-vis,Hi-vis warp knit fabrics,220 g/m²,220,100% CO,Pique,pique,co,hi-vis,OEKO-TEX 100,Bawełniana tkanina pique w kolorach fluorescencyjnych hi-vis – dzianina ostrzegawcza,Cotton Fluorescent Pique Fabric,"220 g/m², 100% Cotton (CO), splot pique, dzianina hi-vis","220 g/m², 100% Cotton, Pique, High Visible Knit Fabric","ArShirt Neo to bawełniana dzianina pique (100% CO) barwiona w kolorach neonowych fluorescencyjnych, przeznaczona do produkcji odzieży ostrzegawczej hi-vis. || Tkanina powstaje z zastosowaniem autorskiego procesu barwienia opracowanego przez Arıteks, umożliwiającego uzyskanie trwałych kolorów fluorescencyjnych na włóknach bawełnianych. || Gramatura 220 g/m² oraz potwierdzona zgodność z normami z serii EN ISO 105 zapewniają odpowiednią odporność wybarwień na pranie, tarcie, działanie światła i czynników chemicznych. || Materiał znajduje zastosowanie w produkcji koszulek i odzieży roboczej hi-vis wszędzie tam, gdzie wymagana jest wysoka widoczność przy jednoczesnym komforcie naturalnego włókna.",hivis,Odzież ostrzegawcza hi-vis,High-visibility apparel,95,,,,,https://ariteks.pl/ariteks/fabrics/arshirt-neo/images/arshirt-neo-main-pic-m__4607c1e33c.jpg,https://ariteks.pl/fabrics/arshirt-arsuprem/arshirt-neo,https://ariteks.pl/en/fabrics/arshirt-arsuprem/arshirt-neo,https://ariteks.pl/fabrics/arshirt-arsuprem,https://ariteks.pl/en/fabrics/arshirt-arsuprem,https://ariteks.pl/ariteks/fabrics/arshirt-neo/documents/arshirt-neo-ds__58c11a149a.pdf,,https://ariteks.pl/ariteks/fabrics/arshirt-neo/data/fabric-complete-record.json,7,19
arshirt,ArShirt,ArShirt & ArSuprem,arshirt-arsuprem,hi-vis,Dzianiny ostrzegawcze hi-vis,Hi-vis warp knit fabrics,220 g/m²,220,100% CO,Pique,pique,co,hi-vis|uv-protection,EN 13758|OEKO-TEX 100,Tkanina piqué 100% bawełna barwiona barwnikami kadziowymi,100% Cotton Vat Dyed Pique Fabric,"220 g/m², 100% Cotton (CO), Piqué","220 g/m², 100% Cotton (CO), Pique","Dzianinowa tkanina piqué 220 g/m², 100% bawełna, barwiona barwnikami kadziowymi, o bardzo wysokiej odporności na bielenie chlorowe oraz odporności na światło. || Tkaniny ArShirt produkowane są z wysokogatunkowej czesankowej przędzy z bawełny tureckiej. || Charakteryzują się bardzo wysoką odpornością na działanie promieniowania słonecznego – odporność na światło na poziomie 6–7. || Tkaniny ArShirt mogą być bielone nadtlenkiem wodoru oraz podchlorynami bez ryzyka wybielenia koloru. || Produkty ArShirt barwione barwnikami kadziowymi przeznaczone są do stosowania w najbardziej wymagających warunkach użytkowania, w tym w obszarze wojskowym i odzieży roboczej.",hivis,Odzież ostrzegawcza hi-vis,High-visibility apparel,88,,,,,https://ariteks.pl/ariteks/fabrics/arshirt/images/arshirt-main-pic-m__090cb6ef4c.jpg,https://ariteks.pl/fabrics/arshirt-arsuprem/arshirt,https://ariteks.pl/en/fabrics/arshirt-arsuprem/arshirt,https://ariteks.pl/fabrics/arshirt-arsuprem,https://ariteks.pl/en/fabrics/arshirt-arsuprem,https://ariteks.pl/ariteks/fabrics/arshirt/documents/arshirt-ds__d94a967845.pdf,https://ariteks.pl/ariteks/fabrics/arshirt/documents/arshirt-3938-iso-105-b02__ef1d7ea275.pdf|https://ariteks.pl/ariteks/fabrics/arshirt/documents/arshirt-3938-iso-105-c06__8ed2ebba8a.pdf|https://ariteks.pl/ariteks/fabrics/arshirt/documents/arshirt-3938-iso-105-d01__fb8b81929a.pdf|https://ariteks.pl/ariteks/fabrics/arshirt/documents/arshirt-3938-iso-105-e04__1b741d6acc.pdf|https://ariteks.pl/ariteks/fabrics/arshirt/documents/arshirt-3938-iso-105-x11__8abe14acbf.pdf|https://ariteks.pl/ariteks/fabrics/arshirt/documents/arshirt-3938-iso-105-x12__8c3ad4f6e5.pdf,https://ariteks.pl/ariteks/fabrics/arshirt/data/fabric-complete-record.json,21,19
arshirt-static-pro,ArShirt Static Pro,ArWoWear Static Pro,arwowear-static-pro,hi-vis,Dzianiny ostrzegawcze hi-vis,Hi-vis warp knit fabrics,220 g/m²,220,97% CO 3% CF,Pique,pique,co|cf,hi-vis|antistatic,EN 1149|EN 61340|OEKO-TEX 100,"97% Bawełna 3% Węgiel Antystatyczna, Barwiona Kadziowo Tkanina Pique","97% Cotton 3% Carbon Antisatic, Vat Dyed Pique Fabric","220 g/m², 97% CO 3% Węgiel, Antystatyczna, Pique, Barwiona Kadziowo Dzianina","220 g/m², 97% Cotton 3% Carbon, Antistatic,Pique, Vat Dyed Knit Fabric","Antystatyczna dzianina pique ESD do odzieży roboczej, 97% CO 3% węgiel, o bardzo wysokiej odporności na bielenie chlorowane oraz odporności wybarwień na światło. || Tkanina ArShirt Static Pro produkowana jest z najwyższej jakościczesanej przędzy z tureckiej bawełny. || Cechuje się bardzo wysoką odpornością na działanie promieniowania słonecznego – stopień odporności wybarwień na światło wynosi 6–7. || Tkaniny ArShirt Static Pro mogą być bielone nadtlenkiem wodoru oraz podchlorynem bez utraty intensywności koloru. || Przeznaczona do zastosowań antystatycznych ESD, certyfikowana zgodnie z EN ISO 1149. || Produkty ArShirt Static Pro barwione kadziowo sprawdzają się w najbardziej wymagających warunkach pracy, zarówno w obszarze militarnym, jak i odzieży roboczej.",workwear-industrial,Odzież robocza i przemysłowa,Workwear and industrial apparel,62,,,,,https://ariteks.pl/ariteks/fabrics/arshirt-static-pro/images/arshirt-static-pro-main-pic-m__10bccb88ad.jpg,https://ariteks.pl/fabrics/arwowear-static-pro/arshirt-static-pro,https://ariteks.pl/en/fabrics/arwowear-static-pro/arshirt-static-pro,https://ariteks.pl/fabrics/arwowear-static-pro,https://ariteks.pl/en/fabrics/arwowear-static-pro,https://ariteks.pl/ariteks/fabrics/arshirt-static-pro/documents/arshirt-static-pro-ds__954b932d92.pdf,https://ariteks.pl/ariteks/fabrics/arshirt-static-pro/documents/arshirt-suprem-knit-en-1149-certificate__09fe42ada9.pdf|https://ariteks.pl/ariteks/fabrics/arshirt-static-pro/documents/arshirt-suprem-knit-en-1149-test-report__45c07d3fcc.pdf,https://ariteks.pl/ariteks/fabrics/arshirt-static-pro/data/fabric-complete-record.json,1,21
arshirt-moda-pro,ArShirt Moda Pro,ArWoWear Moda Pro 2,arwowear-moda-pro-2,hi-vis,Dzianiny ostrzegawcze hi-vis,Hi-vis warp knit fabrics,220 g/m²,220,60% MAC 38% CO 2% CF,Pique,pique,mac|co|cf,hi-vis|fr|inherent-fr|antistatic|arc,EN ISO 20471|EN ISO 11612|EN 1149|EN 61482|OEKO-TEX 100,"60% Modakryl 38% CO 2% Węgiel, Trudnopalna Inherentnie Dzianina Pique Antystatyczna","60% Modacrylic 38% Cotton 2% Carbon, Inherent Pique Flame Retardant Antistatic Fabric","220 g/m², 60% Modakryl 38% CO 2% Węgiel, Trudnopalna Inherentnie","220 g/m², 60% Modacrylic 38% Cotton 2% Carbon, Inherent Flame Retardant","Antystatyczna dzianina pique 60% modakryl 38% CO 2% węgiel – trudnopalna inherentnie tkanina dziana z właściwościami antystatycznymi. Tkanina ArShirt Moda Pro znajduje zastosowanie przede wszystkim w odzieży roboczej spawaczy, elektryków oraz strażaków. || Charakteryzuje się wysoką odpornością na działanie promieniowania słonecznego – odporność wybarwień na światło na poziomie 6–7. || ArShirt Moda Pro jest trudnopalna inherentnie, posiada certyfikat zgodności z EN 11612. || Przeznaczona do zastosowań antystatycznych, certyfikowana zgodnie z EN ISO 1149-5. || Zapewnia ochronę przed łukiem elektrycznym zgodnie z certyfikatem EN 61482 klasa 1 (4 kA). || Certyfikowana zgodnie z EN 20471.",hivis,Odzież ostrzegawcza hi-vis,High-visibility apparel,92,,,,,https://ariteks.pl/ariteks/fabrics/arshirt-moda-pro/images/arshirt-moda-pro-main-pic-m__465206a38b.jpg,https://ariteks.pl/fabrics/arwowear-moda-pro-2/arshirt-moda-pro,https://ariteks.pl/en/fabrics/arwowear-moda-pro-2/arshirt-moda-pro,https://ariteks.pl/fabrics/arwowear-moda-pro-2,https://ariteks.pl/en/fabrics/arwowear-moda-pro-2,https://ariteks.pl/ariteks/fabrics/arshirt-moda-pro/documents/arshirt-moda-pro-ds__fa15cd9ae8.pdf,https://ariteks.pl/ariteks/fabrics/arshirt-moda-pro/documents/arshirt-moda-pro-en-11612-certificate__80a2b65e0d.pdf|https://ariteks.pl/ariteks/fabrics/arshirt-moda-pro/documents/arshirt-moda-pro-en-11612-test-report__aab270a042.pdf|https://ariteks.pl/ariteks/fabrics/arshirt-moda-pro/documents/arshirt-moda-pro-en-1149-certificate__586eb902a0.pdf|https://ariteks.pl/ariteks/fabrics/arshirt-moda-pro/documents/arshirt-moda-pro-en-1149-test-report__c0563adafd.pdf,https://ariteks.pl/ariteks/fabrics/arshirt-moda-pro/data/fabric-complete-record.json,3,24
arsuprem,ArSuprem,ArShirt & ArSuprem,arshirt-arsuprem,hi-vis,Dzianiny ostrzegawcze hi-vis,Hi-vis warp knit fabrics,220 g/m²,220,100% CO,Jersey,jersey,co,hi-vis|uv-protection,EN 13758|OEKO-TEX 100,Dzianina Single Jersey 100% CO barwiona barwnikami kadziowymi,100% Cotton Vat Dyed Single Jersey Fabric,"220 g/m², 100% CO, Single Jersey, dzianina barwiona barwnikami kadziowymi","220 g/m², 100% Cotton, Single Jersey, Vat Dyed Knit Fabric","Dzianina Single Jersey 100% CO przeznaczona do odzieży roboczej, charakteryzująca się bardzo wysoką odpornością wybarwień na bielenie chlorowane oraz na działanie światła. || Tkaniny ArSuprem produkowane są z najwyższej jakościczesanej przędzy z bawełny tureckiej. || Wykazują wyjątkowo wysoką odporność na działanie promieniowania słonecznego – stopień odporności na światło wynosi 6–7. || Tkaniny ArSuprem mogą być bielone nadtlenkiem wodoru oraz podchlorynem bez ryzyka utraty koloru. || Produkty ArSuprem barwione barwnikami kadziowymi przeznaczone są do stosowania w najbardziej wymagających warunkach pracy, w tym w zastosowaniach militarnych.",workwear-industrial,Odzież robocza i przemysłowa,Workwear and industrial apparel,55,,,,,https://ariteks.pl/ariteks/fabrics/arsuprem/images/arsuprem-main-pic-m__afa463fc25.jpg,https://ariteks.pl/fabrics/arshirt-arsuprem/arsuprem,https://ariteks.pl/en/fabrics/arshirt-arsuprem/arsuprem,https://ariteks.pl/fabrics/arshirt-arsuprem,https://ariteks.pl/en/fabrics/arshirt-arsuprem,https://ariteks.pl/ariteks/fabrics/arsuprem/documents/arsuprem-ds__93c46f9fd1.pdf,https://ariteks.pl/ariteks/fabrics/arsuprem/documents/arsuprem-4257-en15025__f60ced408c.pdf,https://ariteks.pl/ariteks/fabrics/arsuprem/data/fabric-complete-record.json,21,19
arsuprem-static-pro,ArSuprem Static Pro,ArWoWear Static Pro,arwowear-static-pro,hi-vis,Dzianiny ostrzegawcze hi-vis,Hi-vis warp knit fabrics,220 g/m²,220,97% CO 3% CF,Jersey,jersey,co|cf,hi-vis|antistatic,EN 1149|EN 61340|OEKO-TEX 100,"Dzianina pojedyncza jersey 97% bawełna 3% Carbon, barwiona barwnikami kadziowymi, antystatyczna","97% Cotton 3% Carbon Antistatic, Vat Dyed Single Jersey Fabric","220 g/m², 97% bawełna 3% Carbon, single jersey, antystatyczna, dzianina barwiona barwnikami kadziowymi","220 g/m², 97% Cotton 3% Carbon, Single Jersey, Antistatic, Vat Dyed Knit Fabric","Antystatyczna dzianina robocza single jersey 97% bawełna 3% Carbon, o bardzo wysokiej odporności wybarwień na bielenie chlorowane oraz na światło. || Tkanina ArSuprem Static Pro produkowana jest z najwyższej jakościczesanej bawełny tureckiej. || Charakteryzuje się bardzo wysoką odpornością na działanie promieniowania słonecznego – stopień odporności na światło wynosi 6–7. || Tkaniny ArSuprem Static Pro można bielić nadtlenkiem wodoru oraz podchlorynem bez ryzyka odbarwienia. || Odpowiednia do zastosowań antystatycznych ESD, certyfikowana zgodnie z EN ISO 1149. || Produkty ArSuprem Static Pro barwione barwnikami kadziowymi mogą być stosowane w najbardziej wymagających warunkach pracy oraz w zastosowaniach militarnych.",workwear-industrial,Odzież robocza i przemysłowa,Workwear and industrial apparel,62,,,,,https://ariteks.pl/ariteks/fabrics/arsuprem-static-pro/images/arsuprem-static-pro-main-pic-m__b530d68f8f.jpg,https://ariteks.pl/fabrics/arwowear-static-pro/arsuprem-static-pro,https://ariteks.pl/en/fabrics/arwowear-static-pro/arsuprem-static-pro,https://ariteks.pl/fabrics/arwowear-static-pro,https://ariteks.pl/en/fabrics/arwowear-static-pro,https://ariteks.pl/ariteks/fabrics/arsuprem-static-pro/documents/arsuprem-static-pro-ds__b5f815c4c7.pdf,https://ariteks.pl/ariteks/fabrics/arsuprem-static-pro/documents/arshirt-suprem-knit-en-1149-certificate__09fe42ada9.pdf|https://ariteks.pl/ariteks/fabrics/arsuprem-static-pro/documents/arshirt-suprem-knit-en-1149-test-report__45c07d3fcc.pdf,https://ariteks.pl/ariteks/fabrics/arsuprem-static-pro/data/fabric-complete-record.json,1,21
arsuprem-moda-pro,ArSuprem Moda Pro,ArWoWear Moda Pro 2,arwowear-moda-pro-2,hi-vis,Dzianiny ostrzegawcze hi-vis,Hi-vis warp knit fabrics,220 g/m²,220,60% MAC 38% CO 2% CF,Jersey,jersey,mac|co|cf,hi-vis|fr|inherent-fr|antistatic|arc,EN ISO 20471|EN ISO 11612|EN 1149|EN 61482|OEKO-TEX 100,"60% Modakryl 38% CO 2% Carbon, Inherent Dzianina Jersey Trudnopalna Antystatyczna Tkanina","60% Modacrylic 38% Cotton 2% Carbon, Inherent Jersey Flame Retardant Antistatic Fabric","220 g/m², 60% Modakryl 38% CO 2% Carbon, Trudnopalna Inherentnie","220 g/m², 60% Modacrylic 38% Cotton 2% Carbon, Inherent Flame Retardant","Antystatyczna dzianina jersey 60% modakryl 38% CO 2% carbon — tkanina dziana trudnopalna inherentnie i antystatyczna. Tkaniny z serii ArSuprem Moda Pro przeznaczone są przede wszystkim dla spawaczy, elektryków oraz strażaków. || Wykazuje wysoką odporność na działanie promieni słonecznych — stopień odporności na światło na poziomie 6–7. || ArSuprem Moda Pro posiada właściwości trudnopalne inherentnie potwierdzone certyfikatem EN 11612. || Odpowiednia do zastosowań wymagających ochrony antystatycznej, certyfikowana zgodnie z EN ISO 1149. || Zapewnia ochronę przed łukiem elektrycznym zgodnie z certyfikatem EN 61482 klasa 1 (4 kA). || Certyfikowana zgodnie z EN 20471.",hivis,Odzież ostrzegawcza hi-vis,High-visibility apparel,92,welding,Hutnictwo i spawalnictwo,Metallurgy and welding,75,https://ariteks.pl/ariteks/fabrics/arsuprem-moda-pro/images/arsuprem-moda-pro-main-pic-m__b234c711d1.jpg,https://ariteks.pl/fabrics/arwowear-moda-pro-2/arsuprem-moda-pro,https://ariteks.pl/en/fabrics/arwowear-moda-pro-2/arsuprem-moda-pro,https://ariteks.pl/fabrics/arwowear-moda-pro-2,https://ariteks.pl/en/fabrics/arwowear-moda-pro-2,https://ariteks.pl/ariteks/fabrics/arsuprem-moda-pro/documents/arsuprem-moda-pro-ds__8c8af7a266.pdf,https://ariteks.pl/ariteks/fabrics/arsuprem-moda-pro/documents/arshirt-moda-pro-en-11612-certificate__80a2b65e0d.pdf|https://ariteks.pl/ariteks/fabrics/arsuprem-moda-pro/documents/arshirt-moda-pro-en-11612-test-report__aab270a042.pdf|https://ariteks.pl/ariteks/fabrics/arsuprem-moda-pro/documents/arshirt-moda-pro-en-1149-certificate__586eb902a0.pdf|https://ariteks.pl/ariteks/fabrics/arsuprem-moda-pro/documents/arshirt-moda-pro-en-1149-test-report__c0563adafd.pdf,https://ariteks.pl/ariteks/fabrics/arsuprem-moda-pro/data/fabric-complete-record.json,3,24
arbir,ArBir,ArBir,arbir,woven-like-knits,Dzianiny tkaninopodobne,Woven-like knits,140 g/m²,140,100% PES,Warp Knit Plain,warp-knit,pes,hi-vis|fr|antistatic|arc|uv-protection,EN ISO 20471|EN ISO 11612|EN 1149|EN 61482|EN 13758|EN 61340|OEKO-TEX 100,Dzianina dla odzieży ostrzegawczej,Knit Fabric for Safety Clothes,"140 g/m², 100% Polyester, Hi-Vis, Dzianina Kolumnkowa o Wyglądzie Tkaniny","140 g/m², 100% Polyester, High Visible, Woven Like Knit Fabric","Dzianina kolumnkowa o wyglądzie tkaniny, 100% PES, 140 g/m², opracowana z przeznaczeniem do kurtek i płaszczy przeciwdeszczowych. || Certyfikowana zgodnie z EN ISO 20471. || Tkaniny barwione w kolorach neonowych przyciągają uwagę skuteczniej niż inne kolory – pochłaniają promieniowanie UV i reemitują je w postaci światła widzialnego. || Dzięki temu wyróżniają się intensywniejszą jasnością w porównaniu z innymi materiałami.",hivis,Odzież ostrzegawcza hi-vis,High-visibility apparel,96,,,,,https://ariteks.pl/ariteks/fabrics/arbir/images/arbir-main-pic-m__a5d9805226.jpg,https://ariteks.pl/fabrics/arbir/arbir,https://ariteks.pl/en/fabrics/arbir/arbir,https://ariteks.pl/fabrics/arbir,https://ariteks.pl/en/fabrics/arbir,https://ariteks.pl/ariteks/fabrics/arbir/documents/arbir-ds__ab0028023e.pdf,,https://ariteks.pl/ariteks/fabrics/arbir/data/fabric-complete-record.json,11,17
arbir-su-itici,ArBir Su İtici,ArBir,arbir,woven-like-knits,Dzianiny tkaninopodobne,Woven-like knits,140 g/m²,140,100% PES,Warp Knit Plain,warp-knit,pes,hi-vis|chemical|water-repellent,EN ISO 20471|EN 13034|OEKO-TEX 100,Wodoodporna Dzianina Kolumnkowa do Kurtek Przeciwdeszczowych,Water Repellent Knit Raincoat Fabric,"140 g/m², 100% Polyester, Hi-Vis, Wodoodporny (Hydrofobowy) i Olejoodporny, Dzianina Kolumnkowa o Wyglądzie Tkaniny","140 g/m², 100% Polyester, High Visible, Water and Oil Repellent, Woven Like Knit Fabric","Dzianina kolumnkowa o wyglądzie tkaniny, 100% Polyester, 140 g/m², przeznaczona do kurtek i kurtek przeciwdeszczowych. || Certyfikowana zgodnie z EN ISO 20471. || Tkaniny barwione w kolorach neonowych przyciągają uwagę bardziej niż inne kolory. Pochłaniają promieniowanie UV i emitują je jako światło widzialne. || W efekcie świecą intensywniej niż inne obiekty. || Odporna na chemikalia w postaci ciekłej. (EN 13034)",hivis,Odzież ostrzegawcza hi-vis,High-visibility apparel,93,,,,,https://ariteks.pl/ariteks/fabrics/arbir-su-itici/images/arbir-su-itici-main-pic-m__4ac6599232.jpg,https://ariteks.pl/fabrics/arbir/arbir-su-itici,https://ariteks.pl/en/fabrics/arbir/arbir-su-itici,https://ariteks.pl/fabrics/arbir,https://ariteks.pl/en/fabrics/arbir,https://ariteks.pl/ariteks/fabrics/arbir-su-itici/documents/arbir-su-itici-ds__e0e52d0a12.pdf,,https://ariteks.pl/ariteks/fabrics/arbir-su-itici/data/fabric-complete-record.json,11,18
arbir-su-itici-su-gecirmez,ArBir Su İtici/Su Geçirmez,ArBir,arbir,woven-like-knits,Dzianiny tkaninopodobne,Woven-like knits,160 g/m²,160,75% PES 25% PU,Warp Knit Plain,warp-knit,pes|pu,hi-vis|chemical|waterproof|water-repellent,EN ISO 20471|EN 13034|EN 343|OEKO-TEX 100,Wodoszczelna Dzianinowa Tkanina na Płaszcze Przeciwdeszczowe,Waterproof Knit Raincoat Fabric,"160 g/m², 75% Polyester 25% Polyurethane, Ostrzegawczy Hi-Vis, Wodoszczelny, Dzianina o Wyglądzie Tkaniny","160 g/m², 75% Polyester 25% Polyurethane, High Visible, Waterproof, Woven Like Knit Fabric","Wodoszczelna dzianina 160 g/m² z 100% poliestru, opracowana z przeznaczeniem do kurtek i płaszczy przeciwdeszczowych. || Certyfikowana zgodnie z EN ISO 20471. || Tkaniny barwione w kolorach neonowych przyciągają uwagę skuteczniej niż standardowe kolory – pochłaniają promieniowanie UV i emitują je w postaci widzialnego światła. || Dzięki temu wyroby wykonane z tej dzianiny wyróżniają się intensywniejszym blaskiem w porównaniu z innymi materiałami. || Funkcja wodoszczelności potwierdzona według TS EN ISO 343.",hivis,Odzież ostrzegawcza hi-vis,High-visibility apparel,90,,,,,https://ariteks.pl/ariteks/fabrics/arbir-su-itici-su-gecirmez/images/arbir-su-itici-su-gecirmez-main-pic-m__fb0d5ec61e.jpg,https://ariteks.pl/fabrics/arbir/arbir-su-itici-su-gecirmez,https://ariteks.pl/en/fabrics/arbir/arbir-su-itici-su-gecirmez,https://ariteks.pl/fabrics/arbir,https://ariteks.pl/en/fabrics/arbir,https://ariteks.pl/ariteks/fabrics/arbir-su-itici-su-gecirmez/documents/arbir-su-itici-su-gecirmez-ds__71aba579c0.pdf,https://ariteks.pl/ariteks/fabrics/arbir-su-itici-su-gecirmez/documents/arbir-su-itici-su-gecirmez-iso-811__32f9405bfb.pdf|https://ariteks.pl/ariteks/fabrics/arbir-su-itici-su-gecirmez/documents/arbir-su-itici-su-gecirmez-en-11092__65831e3b6d.pdf|https://ariteks.pl/ariteks/fabrics/arbir-su-itici-su-gecirmez/documents/arbir-su-itici-su-gecirmez-iso-1833__7e53e3891d.pdf|https://ariteks.pl/ariteks/fabrics/arbir-su-itici-su-gecirmez/documents/arbir-su-itici-su-gecirmez-iso-16373-2__5c8a378af2.pdf|https://ariteks.pl/ariteks/fabrics/arbir-su-itici-su-gecirmez/documents/arbir-su-itici-su-gecirmez-knitting__20db07c364.pdf,https://ariteks.pl/ariteks/fabrics/arbir-su-itici-su-gecirmez/data/fabric-complete-record.json,2,19
